question_id,unit,question,answer_a,answer_b,answer_c,answer_d,correct,explanation_correct,hint
U3Q011,3,"Pro of Vulnerability Scanning: How do regular scans provide security feedback?","They don't provide feedback","They always show perfection","Many vulnerabilities signal flawed systems","They hide all problems",C,"That's right! Regular vulnerability scans that expose many weaknesses provide valuable feedback that systems or software are fundamentally flawed and need architectural rethinking or redesign.","Think about scans revealing systemic issues."
U3Q012,3,"Con of Vulnerability Scanning: What is a limitation regarding newly discovered weaknesses?","Finds everything always","Perfect detection guaranteed","No limitations exist","Won't find new or complex vulnerabilities",D,"That's right! Automated vulnerability scanners cannot detect every weakness, particularly newly discovered vulnerabilities not yet in their databases or complex issues requiring human analysis.","Consider the limits of automation."
U3Q013,3,"Con of Vulnerability Scanning: What common issue requires expert filtering?","Generation of false positives","No issues exist","Perfect results always","Guaranteed accuracy",A,"That's right! Automated vulnerability scans frequently generate false positives - flagging benign issues as security problems - which require security experts to filter out and identify real threats.","Think about tools crying wolf."
U3Q014,3,"Pro of Red Team Testing: What capability does it test?","Nothing specific","IT team's ability to detect attacks","Hardware speed","Network capacity",B,"That's right! Red team exercises effectively test the IT security team or Security Operations Centre's capability to detect, respond to, and defend against specific types of attacks in realistic scenarios.","Consider testing your defenders."
U3Q015,3,"Con of Red Team Testing: Why is it not useful for finding all vulnerabilities?","It finds everything","It's comprehensive","It tests everything","Attackers only find needed vulnerabilities",D,"That's right! Red teams simulate focused attackers who only find and exploit the specific vulnerabilities needed to achieve their objective, potentially missing other serious weaknesses elsewhere in the system.","Think about goal-oriented vs comprehensive testing."
U3Q016,3,"Pro of Social Engineering Testing: What does it help employees prevent?","Social engineering attacks","Nothing at all","Hardware failures","Network issues",A,"That's right! Social engineering testing educates employees about manipulation tactics, helping them recognize and prevent social engineering attacks both at work and in their personal lives.","Consider training through realistic scenarios."
U3Q017,3,"Con of Social Engineering Testing: Why must it be combined with other methods?","It's comprehensive alone","Only covers social engineering attacks","It tests everything","No combination needed",B,"That's right! Social engineering testing focuses exclusively on human vulnerabilities and manipulation tactics, missing technical security weaknesses that require vulnerability scanning or penetration testing.","Think about testing people vs testing systems."
U3Q018,3,"What term describes actions taken in response to risks found during testing?","Ignoring risks","Acceptance","Mitigations","Deletion",C,"That's right! Mitigations are the actions, controls, and countermeasures implemented in response to identified security risks and vulnerabilities discovered during testing.","Consider steps to reduce discovered risks."
U3Q019,3,"What is a common mitigation involving software updates?","Never updating systems","Deleting everything","Ignoring all updates","Patching known vulnerabilities",D,"That's right! Regularly patching known vulnerabilities by installing the latest software versions and security updates is a fundamental mitigation strategy to fix exploitable bugs.","Think about keeping software current."
U3Q020,3,"What strategy involves spreading data across multiple locations?","Geographic data redundancy","Centralizing everything","Deleting backups","Ignoring backups",A,"That's right! Geographic data redundancy distributes data across multiple physical locations, ensuring business continuity if one site experiences disaster, attack, or outage.","Think about not keeping all eggs in one basket."
U3Q021,3,"What controls limit who can access systems?","No controls","Access controls","Open access","Universal permissions",B,"That's right! Access controls are security measures that restrict who can view or use resources, implementing authentication, authorization, and accounting to protect assets.","Consider who gets in and what they can do."
U3Q022,3,"What security practice removes unnecessary features?","Adding more features","Expanding functionality","Reducing attack surface","Increasing complexity",C,"That's right! Reducing the attack surface means removing unnecessary features, services, or access points that could potentially be exploited by attackers.","Think about minimizing exposure."
U3Q023,3,"What regular activity identifies emerging threats?","Ignoring threats","Deleting systems","Random testing","Threat intelligence gathering",D,"That's right! Threat intelligence gathering involves continuously monitoring for emerging threats, attack techniques, and vulnerabilities relevant to the organization's environment.","Consider staying informed about new threats."
U3Q024,3,"What plan outlines response to security incidents?","Incident response plan","No plan needed","Deleting everything","Random actions",A,"That's right! An incident response plan documents procedures for detecting, responding to, containing, and recovering from security incidents to minimize damage and restore operations.","Think about organized emergency response."
U3Q025,3,"What mitigation strategy involves creating copies of important data?","Deleting data","Regular data backups","Never backing up","Ignoring data",B,"That's right! Regular data backups create copies of important information, enabling recovery after ransomware attacks, hardware failures, or data corruption.","Consider protecting against data loss."
U3Q026,3,"What vulnerability allows attackers to run commands on databases?","Cross-site scripting","Buffer overflow","SQL injection","DDoS attack",C,"That's right! SQL injection allows attackers to insert malicious SQL commands into application queries, enabling unauthorized access to view, modify, or delete database contents.","Think about database command injection."
U3Q027,3,"What does fuzzing test by sending random input?","Nothing specific","Network speed","Storage capacity","How systems handle unexpected data",D,"That's right! Fuzzing tests application security by sending large volumes of random, invalid, or unexpected input to discover how systems handle edge cases and potentially crash or expose vulnerabilities.","Consider breaking things with weird input."
U3Q028,3,"What vulnerability allows writing beyond allocated memory?","Buffer overflow","SQL injection","Cross-site scripting","Session hijacking",A,"That's right! Buffer overflow occurs when programs write data beyond allocated memory boundaries, potentially allowing attackers to execute malicious code or crash systems.","Think about overfilling memory containers."
U3Q029,3,"What vulnerability involves unauthorized elevation of permissions?","Denial of service","Privilege escalation","Phishing","Encryption",B,"That's right! Privilege escalation exploits weaknesses to gain higher access levels than authorized, allowing attackers to perform restricted actions or access sensitive resources.","Consider unauthorized permission increases."
U3Q030,3,"What attack floods systems making them unavailable?","SQL injection","Cross-site scripting","Denial of Service","Buffer overflow",C,"That's right! Denial of Service (DoS) attacks overwhelm systems with traffic or exploit vulnerabilities to exhaust resources, making services unavailable to legitimate users.","Think about overloading systems."
U3Q031,3,"What vulnerability exposes sensitive information through error messages?","SQL injection","Buffer overflow","Information disclosure","Phishing",C,"That's right! Information disclosure vulnerabilities leak sensitive data through error messages, debug output, or poorly configured systems, revealing information useful to attackers.","Consider accidental data leaks."
U3Q032,3,"What vulnerability returns malicious JavaScript to users?","SQL injection","Buffer overflow","Cross-site scripting (XSS)","DDoS",C,"That's right! Cross-site scripting (XSS) occurs when attackers manipulate websites to return malicious JavaScript to users' browsers, compromising their interaction with the application.","Consider malicious scripts in web pages."
U3Q033,3,"What is a zero-day attack?","An old vulnerability","A scheduled update","A known fix","An exploit with no patch",D,"That's right! A zero-day attack exploits a software vulnerability for which no patch or fix currently exists, making it especially dangerous because there's no immediate defense.","Think about attacks on unknown vulnerabilities."
U3Q034,3,"What vulnerability arises from lack of subnet monitoring?","Weak network segmentation","Strong security","Perfect isolation","No issues",A,"That's right! Weak network segmentation allows attackers who compromise one subnet to gain full network access because subnets aren't properly isolated or monitored.","Consider breaking networks into protected segments."
U3Q035,3,"What is account hijacking also known as?","Password strength","Session riding","Multi-factor authentication","Encryption",B,"That's right! Account hijacking, also called session riding, occurs when attackers steal user account credentials or active sessions, particularly in cloud environments.","Think about stealing logged-in sessions."
U3Q036,3,"What is the first step in vulnerability management after identification?","Ignore it","Delete everything","Alert management (escalation)","Do nothing",C,"That's right! After identifying a vulnerability through testing, the first step is alert management - escalating the issue to appropriate stakeholders who can authorize and implement responses.","Consider notifying the right people first."
U3Q037,3,"After finding and analyzing a vulnerability, what is the next critical step?","Fix everything randomly","Ignore minor issues","Delete systems","Prioritize vulnerabilities to address",D,"That's right! After analysis, organizations must prioritize vulnerabilities based on severity, exploitability, business impact, and available resources to address the most critical risks first.","Think about risk-based prioritization."
U3Q038,3,"What is the difference between remediation and mitigation?","Remediation fixes; mitigation reduces impact","No difference exists","They're the same thing","Mitigation fixes; remediation doesn't",A,"That's right! Remediation completely fixes or patches the vulnerability, while mitigation implements controls to reduce likelihood or impact when a full fix isn't yet available.","Consider permanent fixes vs temporary protections."
U3Q039,3,"What term describes safeguards used to minimize security risks?","Vulnerabilities","Security controls","Threats","Exploits",B,"That's right! Security controls are any safeguards or countermeasures implemented to avoid, detect, counteract, or minimize security risks to information systems.","Think about protective measures."
U3Q040,3,"What type of controls are fences, locks, and security guards?","Cyber security controls","Technical controls","Physical security controls","Administrative controls",C,"That's right! Physical security controls include tangible measures like perimeter fencing, locks, security guards, cameras, and access badges that protect physical access to facilities.","Consider tangible, real-world protections."
U3Q041,3,"What type of controls are passwords and two-factor authentication?","Physical controls","Environmental controls","None","Cyber security controls",D,"That's right! Cyber security controls include technical safeguards like usernames, passwords, two-factor authentication, antivirus software, firewalls, and encryption protecting digital assets.","Think about technical security measures."
U3Q042,3,"What is the principle of least privilege?","Users get only needed privileges","Everyone gets full access","All users are administrators","No access control",A,"That's right! Least privilege means individuals or processes are granted only the minimum permissions necessary to perform their assigned tasks and no more, reducing security risk.","Consider minimum necessary access."
U3Q043,3,"What divides networks into segments acting as separate small networks?","Network merging","Network segmentation","Network deletion","Network expansion",B,"That's right! Network segmentation divides a network into different segments or subnets, each functioning as its own small network with controlled access between segments for enhanced security.","Think about creating security zones."
U3Q044,3,"What are comprehensive systems of security controls including processes and documentation?","Random measures","Informal practices","Cyber security frameworks","Ad-hoc solutions",C,"That's right! Cyber security frameworks or standards are comprehensive systems of controls, processes, and documentation for implementing and managing organized security programs.","Consider structured security approaches."
U3Q045,3,"What framework type provides basic controls for organizations new to security?","Programme frameworks","Risk frameworks","None","Control frameworks",D,"That's right! Control frameworks provide fundamental sets of security controls ideal for organizations new to cybersecurity, offering practical, actionable security measures.","Think about starting points for beginners."
U3Q046,3,"What framework type measures security program maturity?","Control frameworks","Risk frameworks","None","Programme frameworks",D,"That's right! Programme frameworks assess the overall state and maturity of security programs, enabling organizations to measure their security posture against industry benchmarks.","Consider assessing organizational security maturity."
U3Q047,3,"What frameworks focus on identifying and quantifying risk?","Risk frameworks","Control frameworks","Programme frameworks","None",A,"That's right! Risk frameworks provide structured approaches to identifying, measuring, and quantifying security risks, helping organizations prioritize security activities based on potential impact.","Think about risk assessment methodologies."
U3Q048,3,"Which framework breaks down 20 defensive actions into categories?","NIST","The Center for Internet Security controls","ISO","STRIDE",B,"That's right! The CIS controls framework organizes 20 key defensive actions into Basic, Foundational, and Organizational categories, providing a prioritized approach to cybersecurity.","Consider a practical, prioritized control set."
U3Q049,3,"What is the purpose of the first six CIS basic controls?","Delete everything","Attack systems","Identify environment by inventorying assets","Ignore security",C,"That's right! The first six CIS basic controls focus on identifying the security environment by creating comprehensive inventories of hardware, software, and user permissions.","Think about knowing what you have before protecting it."
U3Q050,3,"Which NCSC step involves managing user privileges?","Ignoring users","Granting full access","Deleting accounts","Ensuring employees access only relevant info",D,"That's right! Managing user privileges in the NCSC framework involves ensuring employees can only access information and systems relevant to their specific job roles and responsibilities.","Consider role-based access control."
